Date,Searching_Number,Country,Time_Frame,Keyword,Language,Regions
2023-03-09,0,Tanzania,3-m,Machine learning,en,Africa
2023-03-10,35,Tanzania,3-m,Machine learning,en,Africa
2023-03-11,19,Tanzania,3-m,Machine learning,en,Africa
2023-03-12,0,Tanzania,3-m,Machine learning,en,Africa
2023-03-13,57,Tanzania,3-m,Machine learning,en,Africa
2023-03-14,0,Tanzania,3-m,Machine learning,en,Africa
2023-03-15,0,Tanzania,3-m,Machine learning,en,Africa
2023-03-16,0,Tanzania,3-m,Machine learning,en,Africa
2023-03-17,42,Tanzania,3-m,Machine learning,en,Africa
2023-03-18,0,Tanzania,3-m,Machine learning,en,Africa
2023-03-19,20,Tanzania,3-m,Machine learning,en,Africa
2023-03-20,0,Tanzania,3-m,Machine learning,en,Africa
2023-03-21,0,Tanzania,3-m,Machine learning,en,Africa
2023-03-22,0,Tanzania,3-m,Machine learning,en,Africa
2023-03-23,24,Tanzania,3-m,Machine learning,en,Africa
2023-03-24,0,Tanzania,3-m,Machine learning,en,Africa
2023-03-25,32,Tanzania,3-m,Machine learning,en,Africa
2023-03-26,31,Tanzania,3-m,Machine learning,en,Africa
2023-03-27,22,Tanzania,3-m,Machine learning,en,Africa
2023-03-28,0,Tanzania,3-m,Machine learning,en,Africa
2023-03-29,0,Tanzania,3-m,Machine learning,en,Africa
2023-03-30,24,Tanzania,3-m,Machine learning,en,Africa
2023-03-31,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-01,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-02,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-03,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-04,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-05,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-06,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-07,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-08,24,Tanzania,3-m,Machine learning,en,Africa
2023-04-09,33,Tanzania,3-m,Machine learning,en,Africa
2023-04-10,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-11,43,Tanzania,3-m,Machine learning,en,Africa
2023-04-12,40,Tanzania,3-m,Machine learning,en,Africa
2023-04-13,27,Tanzania,3-m,Machine learning,en,Africa
2023-04-14,37,Tanzania,3-m,Machine learning,en,Africa
2023-04-15,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-16,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-17,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-18,31,Tanzania,3-m,Machine learning,en,Africa
2023-04-19,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-20,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-21,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-22,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-23,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-24,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-25,75,Tanzania,3-m,Machine learning,en,Africa
2023-04-26,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-27,20,Tanzania,3-m,Machine learning,en,Africa
2023-04-28,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-29,0,Tanzania,3-m,Machine learning,en,Africa
2023-04-30,0,Tanzania,3-m,Machine learning,en,Africa
2023-05-01,0,Tanzania,3-m,Machine learning,en,Africa
2023-05-02,0,Tanzania,3-m,Machine learning,en,Africa
2023-05-03,100,Tanzania,3-m,Machine learning,en,Africa
2023-05-04,30,Tanzania,3-m,Machine learning,en,Africa
2023-05-05,0,Tanzania,3-m,Machine learning,en,Africa
2023-05-06,0,Tanzania,3-m,Machine learning,en,Africa
2023-05-07,0,Tanzania,3-m,Machine learning,en,Africa
2023-05-08,0,Tanzania,3-m,Machine learning,en,Africa
2023-05-09,19,Tanzania,3-m,Machine learning,en,Africa
2023-05-10,0,Tanzania,3-m,Machine learning,en,Africa
2023-05-11,0,Tanzania,3-m,Machine learning,en,Africa
2023-05-12,0,Tanzania,3-m,Machine learning,en,Africa
2023-05-13,0,Tanzania,3-m,Machine learning,en,Africa
2023-05-14,0,Tanzania,3-m,Machine learning,en,Africa
2023-02-18,0,Lebanon,3-m,Machine learning,en,Asia
2023-02-19,28,Lebanon,3-m,Machine learning,en,Asia
2023-02-20,0,Lebanon,3-m,Machine learning,en,Asia
2023-02-21,42,Lebanon,3-m,Machine learning,en,Asia
2023-02-22,51,Lebanon,3-m,Machine learning,en,Asia
2023-02-23,37,Lebanon,3-m,Machine learning,en,Asia
2023-02-24,0,Lebanon,3-m,Machine learning,en,Asia
2023-02-25,0,Lebanon,3-m,Machine learning,en,Asia
2023-02-26,24,Lebanon,3-m,Machine learning,en,Asia
2023-02-27,0,Lebanon,3-m,Machine learning,en,Asia
2023-02-28,39,Lebanon,3-m,Machine learning,en,Asia
2023-03-01,62,Lebanon,3-m,Machine learning,en,Asia
2023-03-02,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-03,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-04,48,Lebanon,3-m,Machine learning,en,Asia
2023-03-05,20,Lebanon,3-m,Machine learning,en,Asia
2023-03-06,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-07,34,Lebanon,3-m,Machine learning,en,Asia
2023-03-08,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-09,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-10,31,Lebanon,3-m,Machine learning,en,Asia
2023-03-11,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-12,33,Lebanon,3-m,Machine learning,en,Asia
2023-03-13,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-14,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-15,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-16,31,Lebanon,3-m,Machine learning,en,Asia
2023-03-17,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-18,27,Lebanon,3-m,Machine learning,en,Asia
2023-03-19,19,Lebanon,3-m,Machine learning,en,Asia
2023-03-20,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-21,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-22,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-23,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-24,32,Lebanon,3-m,Machine learning,en,Asia
2023-03-25,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-26,27,Lebanon,3-m,Machine learning,en,Asia
2023-03-27,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-28,0,Lebanon,3-m,Machine learning,en,Asia
2023-03-29,73,Lebanon,3-m,Machine learning,en,Asia
2023-03-30,49,Lebanon,3-m,Machine learning,en,Asia
2023-03-31,65,Lebanon,3-m,Machine learning,en,Asia
2023-04-01,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-02,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-03,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-04,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-05,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-06,35,Lebanon,3-m,Machine learning,en,Asia
2023-04-07,75,Lebanon,3-m,Machine learning,en,Asia
2023-04-08,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-09,30,Lebanon,3-m,Machine learning,en,Asia
2023-04-10,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-11,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-12,19,Lebanon,3-m,Machine learning,en,Asia
2023-04-13,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-14,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-15,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-16,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-17,47,Lebanon,3-m,Machine learning,en,Asia
2023-04-18,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-19,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-20,23,Lebanon,3-m,Machine learning,en,Asia
2023-04-21,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-22,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-23,100,Lebanon,3-m,Machine learning,en,Asia
2023-04-24,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-25,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-26,22,Lebanon,3-m,Machine learning,en,Asia
2023-04-27,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-28,0,Lebanon,3-m,Machine learning,en,Asia
2023-04-29,27,Lebanon,3-m,Machine learning,en,Asia
2023-04-30,0,Lebanon,3-m,Machine learning,en,Asia
2023-05-01,41,Lebanon,3-m,Machine learning,en,Asia
2023-05-02,0,Lebanon,3-m,Machine learning,en,Asia
2023-05-03,32,Lebanon,3-m,Machine learning,en,Asia
2023-05-04,0,Lebanon,3-m,Machine learning,en,Asia
2023-05-05,0,Lebanon,3-m,Machine learning,en,Asia
2023-05-06,0,Lebanon,3-m,Machine learning,en,Asia
2023-05-07,20,Lebanon,3-m,Machine learning,en,Asia
2023-05-08,0,Lebanon,3-m,Machine learning,en,Asia
2023-05-09,32,Lebanon,3-m,Machine learning,en,Asia
2023-05-10,81,Lebanon,3-m,Machine learning,en,Asia
2023-05-11,26,Lebanon,3-m,Machine learning,en,Asia
2023-05-12,0,Lebanon,3-m,Machine learning,en,Asia
2023-05-13,95,Lebanon,3-m,Machine learning,en,Asia
2023-05-14,0,Lebanon,3-m,Machine learning,en,Asia
2023-02-18,0,Serbia,3-m,Machine learning,en,Europe
2023-02-19,0,Serbia,3-m,Machine learning,en,Europe
2023-02-20,0,Serbia,3-m,Machine learning,en,Europe
2023-02-21,0,Serbia,3-m,Machine learning,en,Europe
2023-02-22,0,Serbia,3-m,Machine learning,en,Europe
2023-02-23,0,Serbia,3-m,Machine learning,en,Europe
2023-02-24,0,Serbia,3-m,Machine learning,en,Europe
2023-02-25,0,Serbia,3-m,Machine learning,en,Europe
2023-02-26,0,Serbia,3-m,Machine learning,en,Europe
2023-02-27,0,Serbia,3-m,Machine learning,en,Europe
2023-02-28,0,Serbia,3-m,Machine learning,en,Europe
2023-03-01,0,Serbia,3-m,Machine learning,en,Europe
2023-03-02,59,Serbia,3-m,Machine learning,en,Europe
2023-03-03,0,Serbia,3-m,Machine learning,en,Europe
2023-03-04,0,Serbia,3-m,Machine learning,en,Europe
2023-03-05,0,Serbia,3-m,Machine learning,en,Europe
2023-03-06,26,Serbia,3-m,Machine learning,en,Europe
2023-03-07,0,Serbia,3-m,Machine learning,en,Europe
2023-03-08,0,Serbia,3-m,Machine learning,en,Europe
2023-03-09,0,Serbia,3-m,Machine learning,en,Europe
2023-03-10,39,Serbia,3-m,Machine learning,en,Europe
2023-03-11,63,Serbia,3-m,Machine learning,en,Europe
2023-03-12,0,Serbia,3-m,Machine learning,en,Europe
2023-03-13,0,Serbia,3-m,Machine learning,en,Europe
2023-03-14,65,Serbia,3-m,Machine learning,en,Europe
2023-03-15,0,Serbia,3-m,Machine learning,en,Europe
2023-03-16,0,Serbia,3-m,Machine learning,en,Europe
2023-03-17,0,Serbia,3-m,Machine learning,en,Europe
2023-03-18,31,Serbia,3-m,Machine learning,en,Europe
2023-03-19,44,Serbia,3-m,Machine learning,en,Europe
2023-03-20,0,Serbia,3-m,Machine learning,en,Europe
2023-03-21,0,Serbia,3-m,Machine learning,en,Europe
2023-03-22,0,Serbia,3-m,Machine learning,en,Europe
2023-03-23,0,Serbia,3-m,Machine learning,en,Europe
2023-03-24,57,Serbia,3-m,Machine learning,en,Europe
2023-03-25,0,Serbia,3-m,Machine learning,en,Europe
2023-03-26,38,Serbia,3-m,Machine learning,en,Europe
2023-03-27,0,Serbia,3-m,Machine learning,en,Europe
2023-03-28,0,Serbia,3-m,Machine learning,en,Europe
2023-03-29,65,Serbia,3-m,Machine learning,en,Europe
2023-03-30,40,Serbia,3-m,Machine learning,en,Europe
2023-03-31,0,Serbia,3-m,Machine learning,en,Europe
2023-04-01,0,Serbia,3-m,Machine learning,en,Europe
2023-04-02,0,Serbia,3-m,Machine learning,en,Europe
2023-04-03,0,Serbia,3-m,Machine learning,en,Europe
2023-04-04,30,Serbia,3-m,Machine learning,en,Europe
2023-04-05,0,Serbia,3-m,Machine learning,en,Europe
2023-04-06,46,Serbia,3-m,Machine learning,en,Europe
2023-04-07,45,Serbia,3-m,Machine learning,en,Europe
2023-04-08,0,Serbia,3-m,Machine learning,en,Europe
2023-04-09,39,Serbia,3-m,Machine learning,en,Europe
2023-04-10,26,Serbia,3-m,Machine learning,en,Europe
2023-04-11,0,Serbia,3-m,Machine learning,en,Europe
2023-04-12,0,Serbia,3-m,Machine learning,en,Europe
2023-04-13,100,Serbia,3-m,Machine learning,en,Europe
2023-04-14,39,Serbia,3-m,Machine learning,en,Europe
2023-04-15,0,Serbia,3-m,Machine learning,en,Europe
2023-04-16,0,Serbia,3-m,Machine learning,en,Europe
2023-04-17,32,Serbia,3-m,Machine learning,en,Europe
2023-04-18,0,Serbia,3-m,Machine learning,en,Europe
2023-04-19,0,Serbia,3-m,Machine learning,en,Europe
2023-04-20,0,Serbia,3-m,Machine learning,en,Europe
2023-04-21,0,Serbia,3-m,Machine learning,en,Europe
2023-04-22,0,Serbia,3-m,Machine learning,en,Europe
2023-04-23,0,Serbia,3-m,Machine learning,en,Europe
2023-04-24,0,Serbia,3-m,Machine learning,en,Europe
2023-04-25,0,Serbia,3-m,Machine learning,en,Europe
2023-04-26,0,Serbia,3-m,Machine learning,en,Europe
2023-04-27,0,Serbia,3-m,Machine learning,en,Europe
2023-04-28,0,Serbia,3-m,Machine learning,en,Europe
2023-04-29,0,Serbia,3-m,Machine learning,en,Europe
2023-04-30,0,Serbia,3-m,Machine learning,en,Europe
2023-05-01,0,Serbia,3-m,Machine learning,en,Europe
2023-05-02,0,Serbia,3-m,Machine learning,en,Europe
2023-05-03,0,Serbia,3-m,Machine learning,en,Europe
2023-05-04,0,Serbia,3-m,Machine learning,en,Europe
2023-05-05,31,Serbia,3-m,Machine learning,en,Europe
2023-05-06,0,Serbia,3-m,Machine learning,en,Europe
2023-05-07,0,Serbia,3-m,Machine learning,en,Europe
2023-05-08,25,Serbia,3-m,Machine learning,en,Europe
2023-05-09,0,Serbia,3-m,Machine learning,en,Europe
2023-05-10,0,Serbia,3-m,Machine learning,en,Europe
2023-05-11,0,Serbia,3-m,Machine learning,en,Europe
2023-05-12,0,Serbia,3-m,Machine learning,en,Europe
2023-05-13,0,Serbia,3-m,Machine learning,en,Europe
2023-05-14,0,Serbia,3-m,Machine learning,en,Europe
2023-02-18,0,Libya,3-m,Machine learning,en,Africa
2023-02-19,0,Libya,3-m,Machine learning,en,Africa
2023-02-20,40,Libya,3-m,Machine learning,en,Africa
2023-02-21,0,Libya,3-m,Machine learning,en,Africa
2023-02-22,0,Libya,3-m,Machine learning,en,Africa
2023-02-23,0,Libya,3-m,Machine learning,en,Africa
2023-02-24,0,Libya,3-m,Machine learning,en,Africa
2023-02-25,0,Libya,3-m,Machine learning,en,Africa
2023-02-26,0,Libya,3-m,Machine learning,en,Africa
2023-02-27,0,Libya,3-m,Machine learning,en,Africa
2023-02-28,0,Libya,3-m,Machine learning,en,Africa
2023-03-01,0,Libya,3-m,Machine learning,en,Africa
2023-03-02,0,Libya,3-m,Machine learning,en,Africa
2023-03-03,0,Libya,3-m,Machine learning,en,Africa
2023-03-04,0,Libya,3-m,Machine learning,en,Africa
2023-03-05,0,Libya,3-m,Machine learning,en,Africa
2023-03-06,31,Libya,3-m,Machine learning,en,Africa
2023-03-07,0,Libya,3-m,Machine learning,en,Africa
2023-03-08,0,Libya,3-m,Machine learning,en,Africa
2023-03-09,0,Libya,3-m,Machine learning,en,Africa
2023-03-10,0,Libya,3-m,Machine learning,en,Africa
2023-03-11,0,Libya,3-m,Machine learning,en,Africa
2023-03-12,62,Libya,3-m,Machine learning,en,Africa
2023-03-13,0,Libya,3-m,Machine learning,en,Africa
2023-03-14,0,Libya,3-m,Machine learning,en,Africa
2023-03-15,30,Libya,3-m,Machine learning,en,Africa
2023-03-16,0,Libya,3-m,Machine learning,en,Africa
2023-03-17,0,Libya,3-m,Machine learning,en,Africa
2023-03-18,43,Libya,3-m,Machine learning,en,Africa
2023-03-19,0,Libya,3-m,Machine learning,en,Africa
2023-03-20,0,Libya,3-m,Machine learning,en,Africa
2023-03-21,85,Libya,3-m,Machine learning,en,Africa
2023-03-22,0,Libya,3-m,Machine learning,en,Africa
2023-03-23,38,Libya,3-m,Machine learning,en,Africa
2023-03-24,0,Libya,3-m,Machine learning,en,Africa
2023-03-25,41,Libya,3-m,Machine learning,en,Africa
2023-03-26,0,Libya,3-m,Machine learning,en,Africa
2023-03-27,0,Libya,3-m,Machine learning,en,Africa
2023-03-28,0,Libya,3-m,Machine learning,en,Africa
2023-03-29,0,Libya,3-m,Machine learning,en,Africa
2023-03-30,0,Libya,3-m,Machine learning,en,Africa
2023-03-31,0,Libya,3-m,Machine learning,en,Africa
2023-04-01,0,Libya,3-m,Machine learning,en,Africa
2023-04-02,0,Libya,3-m,Machine learning,en,Africa
2023-04-03,0,Libya,3-m,Machine learning,en,Africa
2023-04-04,0,Libya,3-m,Machine learning,en,Africa
2023-04-05,0,Libya,3-m,Machine learning,en,Africa
2023-04-06,0,Libya,3-m,Machine learning,en,Africa
2023-04-07,0,Libya,3-m,Machine learning,en,Africa
2023-04-08,0,Libya,3-m,Machine learning,en,Africa
2023-04-09,0,Libya,3-m,Machine learning,en,Africa
2023-04-10,0,Libya,3-m,Machine learning,en,Africa
2023-04-11,0,Libya,3-m,Machine learning,en,Africa
2023-04-12,0,Libya,3-m,Machine learning,en,Africa
2023-04-13,0,Libya,3-m,Machine learning,en,Africa
2023-04-14,37,Libya,3-m,Machine learning,en,Africa
2023-04-15,0,Libya,3-m,Machine learning,en,Africa
2023-04-16,39,Libya,3-m,Machine learning,en,Africa
2023-04-17,0,Libya,3-m,Machine learning,en,Africa
2023-04-18,36,Libya,3-m,Machine learning,en,Africa
2023-04-19,0,Libya,3-m,Machine learning,en,Africa
2023-04-20,0,Libya,3-m,Machine learning,en,Africa
2023-04-21,0,Libya,3-m,Machine learning,en,Africa
2023-04-22,0,Libya,3-m,Machine learning,en,Africa
2023-04-23,0,Libya,3-m,Machine learning,en,Africa
2023-04-24,38,Libya,3-m,Machine learning,en,Africa
2023-04-25,0,Libya,3-m,Machine learning,en,Africa
2023-04-26,0,Libya,3-m,Machine learning,en,Africa
2023-04-27,0,Libya,3-m,Machine learning,en,Africa
2023-04-28,0,Libya,3-m,Machine learning,en,Africa
2023-04-29,44,Libya,3-m,Machine learning,en,Africa
2023-04-30,100,Libya,3-m,Machine learning,en,Africa
2023-05-01,0,Libya,3-m,Machine learning,en,Africa
2023-05-02,0,Libya,3-m,Machine learning,en,Africa
2023-05-03,0,Libya,3-m,Machine learning,en,Africa
2023-05-04,0,Libya,3-m,Machine learning,en,Africa
2023-05-05,66,Libya,3-m,Machine learning,en,Africa
2023-05-06,0,Libya,3-m,Machine learning,en,Africa
2023-05-07,74,Libya,3-m,Machine learning,en,Africa
2023-05-08,0,Libya,3-m,Machine learning,en,Africa
2023-05-09,0,Libya,3-m,Machine learning,en,Africa
2023-05-10,0,Libya,3-m,Machine learning,en,Africa
2023-05-11,0,Libya,3-m,Machine learning,en,Africa
2023-05-12,0,Libya,3-m,Machine learning,en,Africa
2023-05-13,0,Libya,3-m,Machine learning,en,Africa
2023-05-14,67,Libya,3-m,Machine learning,en,Africa
2023-02-18,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-02-19,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-02-20,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-02-21,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-02-22,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-02-23,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-02-24,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-02-25,19,Uzbekistan,3-m,Machine learning,en,Asia
2023-02-26,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-02-27,17,Uzbekistan,3-m,Machine learning,en,Asia
2023-02-28,53,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-01,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-02,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-03,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-04,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-05,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-06,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-07,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-08,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-09,32,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-10,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-11,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-12,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-13,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-14,18,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-15,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-16,20,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-17,29,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-18,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-19,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-20,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-21,29,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-22,40,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-23,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-24,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-25,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-26,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-27,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-28,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-29,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-30,18,Uzbekistan,3-m,Machine learning,en,Asia
2023-03-31,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-01,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-02,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-03,94,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-04,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-05,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-06,20,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-07,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-08,21,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-09,23,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-10,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-11,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-12,35,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-13,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-14,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-15,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-16,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-17,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-18,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-19,50,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-20,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-21,22,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-22,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-23,26,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-24,100,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-25,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-26,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-27,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-28,43,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-29,40,Uzbekistan,3-m,Machine learning,en,Asia
2023-04-30,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-05-01,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-05-02,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-05-03,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-05-04,23,Uzbekistan,3-m,Machine learning,en,Asia
2023-05-05,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-05-06,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-05-07,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-05-08,28,Uzbekistan,3-m,Machine learning,en,Asia
2023-05-09,47,Uzbekistan,3-m,Machine learning,en,Asia
2023-05-10,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-05-11,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-05-12,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-05-13,0,Uzbekistan,3-m,Machine learning,en,Asia
2023-05-14,34,Uzbekistan,3-m,Machine learning,en,Asia
2023-02-18,0,Slovenia,3-m,Machine learning,en,Europe
2023-02-19,0,Slovenia,3-m,Machine learning,en,Europe
2023-02-20,0,Slovenia,3-m,Machine learning,en,Europe
2023-02-21,41,Slovenia,3-m,Machine learning,en,Europe
2023-02-22,0,Slovenia,3-m,Machine learning,en,Europe
2023-02-23,35,Slovenia,3-m,Machine learning,en,Europe
2023-02-24,0,Slovenia,3-m,Machine learning,en,Europe
2023-02-25,26,Slovenia,3-m,Machine learning,en,Europe
2023-02-26,0,Slovenia,3-m,Machine learning,en,Europe
2023-02-27,0,Slovenia,3-m,Machine learning,en,Europe
2023-02-28,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-01,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-02,53,Slovenia,3-m,Machine learning,en,Europe
2023-03-03,27,Slovenia,3-m,Machine learning,en,Europe
2023-03-04,32,Slovenia,3-m,Machine learning,en,Europe
2023-03-05,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-06,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-07,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-08,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-09,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-10,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-11,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-12,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-13,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-14,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-15,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-16,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-17,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-18,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-19,23,Slovenia,3-m,Machine learning,en,Europe
2023-03-20,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-21,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-22,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-23,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-24,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-25,20,Slovenia,3-m,Machine learning,en,Europe
2023-03-26,24,Slovenia,3-m,Machine learning,en,Europe
2023-03-27,16,Slovenia,3-m,Machine learning,en,Europe
2023-03-28,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-29,0,Slovenia,3-m,Machine learning,en,Europe
2023-03-30,30,Slovenia,3-m,Machine learning,en,Europe
2023-03-31,0,Slovenia,3-m,Machine learning,en,Europe
